item,itemLabel,startDate,endDate
Q470024,Boungnang Volachit,1993-02-25,2001-03-27
Q5938374,Somsavat Lengsavad,1993-02-25,2016-04-20
Q57444,Choummaly Sayasone,1998-02-24,2001-03-27
Q58323,Thongloun Sisoulith,2001-03-27,2016-04-20
Q4803512,Asang Laoli,2002-09-30,2016-04-20
Q354684,Bouasone Bouphavanh,2003-10-03,2006-06-08
Q5299547,Douangchay Phichit,2006-06-08,2014-05-17
Q7180477,Phankham Viphavanh,2014,2016
Q7559348,Somdy Douangdy,2016-04-20,2021-03-22
Q104904363,Bounthong Chitmany,2016-04-20,2021-03-22
Q104914585,Sonexay Siphandone,2016-04-20,2022-12-30
Q6406233,Kikeo Khaykhamphithoune,2021,
,Chansamone Chanyalath,2021,
Q25999464,Saleumxay Kommasith,2022-06-20,
,Vilay Lakhamfong,2022-06-20,
